"","RD12951DM","RD12952DM","RD12953DM","RD12954DM","RD12955DM","RD12956DM","RD12957DM","RD12958DM","RD12959DM","RD12960DM","RD12961DM","RD12962DM","RD12963DM","RD12964DM","RD12965DM","RD12966DM","RD12967DM","RD12968DM","RD12969DM","RD12970DM","RD12971DM","RD12972DM","RD12973DM","RD12974DM","RD12975DM","RD12976DM","RD12977DM","RD12978DM","RD12979DM","RD12980DM","RD12981DM","RD12982DM","RD12983DM","RD12984DM","RD12985DM","RD12986DM","RD12987DM","RD12988DM","RD12989DM","RD12990DM","RD12991DM","RD12992DM","RD12993DM","RD12994DM","RD12995DM","RD12996DM","RD12997DM","RD12998DM","RD12999DM","RD13000DM","RD13001DM","RD13002DM","RD13003DM","RD13004DM","RD13005DM","RD13006DM","RD13007DM","RD13008DM","RD13009DM","RD13010DM","RD13011DM","RD13012DM","RD13013DM","RD13014DM","RD13015DM","RD13016DM","RD13017DM","RD13018DM","RD13019DM","RD13020DM","RD13021DM","RD13022DM","RD13023DM","RD13024DM","RD13025DM","RD13026DM","RD13027DM","RD13028DM","RD13029DM","RD13030DM","RD13031DM","RD13032DM","RD13033DM","RD13034DM","RD13035DM","RD13036DM","RD13037DM","RD13038DM","RD13039DM","RD13040DM","RD13041DM","RD13042DM"
Ago05,86602.436758,32881.31295,n.d.,8141.869239,11.161708,0,9079.36357,1502.920622,263.187743,0,378.67488,165.179938,2712.739561,14836.177561,983.432133,0,15646.416853,3721.5984,3721.5984,403217.935,403217.935,1226.542708,416.9205,0,0,507.194322,302.427886,17278264.532352,1639875.199609,113630.624204,1666613.353078,2775.97269,7751826,98288.491,281786.698559,0,0,3694076.643958,0,37806.48,1400717.516878,428065.394461,141990.866081,9636.62202,11174.669814,278981.850114,44514.639348,9018.764036,20825.405369,798.500968,9552.725426,2210.834038,9646.860811,5869.135629,0,30119.263645,7965.537606,60568.380839,6859.297932,63289.261883,2391.07829,5352.164294,28342.673473,1404.058952,130.751254,559.470607,0,0,772.682996,1551.969639,0,2448.646916,284.095627,6197.139842,14846.431358,147.426282,0,0,103365.919841,23443.571126,99.350721,676.419271,0,0,766.500513,1929.708504,0,14713.639569,1021.00499,25635.963125,34914.727368,165.034654
Sep05,83884.69274,28202.21145,n.d.,8263.170319,19.717895,0,8914.655905,1352.043724,248.624022,0,408.25978,147.218234,2599.09503,15093.752818,952.106371,0,17683.837192,3316.946317,3316.946317,378701.921,378701.921,1470.381814,667.638,0,0,478.054928,324.688886,18161668.214823,1505182.793031,101161.540359,1535328.130074,4353.902859,8940411,107331.80874,282697.710355,0,0,3645453.120718,0,44220.36,1314178.441776,473691.277557,188190.717029,8326.499899,11140.912426,261338.416536,31623.581336,8256.78935,19593.928106,865.18927,10007.996469,2428.242725,9901.285505,5807.658375,0,28862.104797,6943.885227,58866.217195,6783.03373,63037.576484,2110.178365,6250.749602,27758.609416,1728.902537,93.61744,649.435586,0,0,838.759394,1601.767747,0,2344.770356,278.698942,5593.028487,14485.221655,144.407272,0,0,105233.299967,26260.016583,72.414211,1072.304976,0,0,870.898015,2113.488653,0,13843.337989,1024.14587,25653.199416,34143.643996,179.850258
Oct05,93530.739816,38369.070764,n.d.,7948.305864,28.970612,0,9616.242465,1358.638704,236.831675,0,397.429459,129.257668,2742.012491,15152.72396,1008.604122,0,16542.652032,3670.13582,3670.13582,392903.691,392903.691,1858.447148,1019.5818,0,0,402.436486,436.428862,21973979.653489,1804281.34776,97540.737893,1706215.309166,4433.907334,11538283.8,95005.81888,280784.043611,0,0,4473461.525438,0,46413.3,1210413.319186,527617.14798,166881.038302,8616.358967,14031.998972,286612.111681,32884.509078,9379.28915,20804.368826,843.569127,11804.781175,2419.809959,10102.060103,5505.570569,0,29065.34794,6797.39295,67380.93657,6429.806332,73762.814928,3354.823734,6077.03124,30490.098268,2017.980111,72.020033,682.772825,0,0,888.166557,1453.717358,0,2430.443175,246.955462,6732.707338,15739.437087,225.898322,0,0,88277.12569,7708.335325,62.037721,1195.713937,0,0,828.201838,1989.012738,0,13936.922088,817.684428,25798.350436,35629.900557,310.966622
Nov05,82924.233052,26403.47976,n.d.,7955.357476,24.382,0,9336.107151,1380.116325,314.494786,0,344.417418,124.715328,2692.204727,14616.907209,981.988339,0,18750.062533,3566.77633,3566.77633,376883.295,376883.295,1014.027647,368.88,0,0,320.61451,324.533137,22604023.341996,2340171.42461,106967.644765,1562863.550588,4970.344,10389580.2,101207.18288,275007.218207,0,0,5717231.905891,0,40521.03,1273064.668844,582617.633023,187745.58709,7259.950644,14815.001454,275630.44348,43550.466555,10349.583578,20062.950772,837.954284,12258.481372,2316.536143,9544.22496,6220.254679,0,32985.51823,6405.298224,53316.293558,6562.29541,61564.792339,1996.592306,7659.20107,26281.98884,1902.867616,56.508731,612.225,0,0,844.684891,1646.776454,0,2535.729051,243.041347,5083.332371,13225.32758,131.495799,0,0,100177.575217,23192.36566,70.1854,1190.883,0,0,826.953224,2042.321614,0,14005.071135,814.638247,25257.137829,32566.21879,211.800318
Dic05,98532.291666,40587.6275,n.d.,8296.69681,22.8,0,9657.870796,1424.747944,320.600338,0,362.12796,138.246552,2860.872675,15058.616063,965.594982,0,18836.490046,3469.290376,3469.290376,397934.334,397934.334,1762.126484,900.3012,0,0,296.943384,564.8819,20903871.936365,1275347.975438,118353.912186,1641066.361081,5909.665,11184892,97739.64585,282542.992825,0,0,4050833.435825,0,39734.618,1271496.00031,734754.230178,183805.652379,7694.550385,9700.896908,285641.927251,35078.612447,11055.520785,20877.446657,882.886348,13697.598625,2231.313106,10030.355188,6192.20896,0,28866.967503,7828.126287,59361.258704,7136.33947,72633.635222,2288.206427,7481.451522,26959.650834,1754.360122,55.705924,592.705,0,0,856.132679,1542.714736,0,2506.246196,265.424482,5520.113762,13718.06381,148.184123,0,0,85759.53352,8239.071822,71.541503,1165.555,0,0,830.991511,1949.901616,0,13884.889046,816.555725,26072.471819,32526.501569,202.053909
Ene06,87754.374324,34600.3309,n.d.,7706.857506,19.9343,0,8343.6676,1364.759826,214.008894,0,479.008472,134.07186,3861.440113,15380.887511,987.28597,10.33758,14651.783792,3455.64153,3455.64153,426964.12,426964.12,1549.423459,718.2432,0,0,323.926031,507.254228,18612323.190419,1443177.6773,122479.296992,1455861.6526,135562.335157,8640442.2,87462.250015,284821.47932,0,0,4475343.325084,0,45851.41,1269729.266147,423908.483,153004.777138,67230.711298,7448.326368,263264.29704,34939.278494,11360.980948,19427.21111,838.354104,11264.461381,2021.304199,9548.583401,4961.170453,0,32370.936232,8237.486687,24328.005234,7221.003767,89242.906914,2363.333421,5139.280695,24828.583915,1815.123846,48.95749,341.506007,0,0,673.561403,1233.421039,0,2504.685773,268.733843,3476.899389,14313.092161,152.602964,0,0,85040.316344,9739.826009,62.932295,735.572565,0,0,745.642026,1624.971913,0,12200.365989,923.612851,22945.707666,35857.82352,203.86151
Feb06,72300.51535,26013.011738,n.d.,7118.338561,20.618086,0,8196.183532,1373.071008,213.301803,0,505.181868,138.883782,2383.975441,13026.866704,951.317151,60.52608,12299.239596,3230.607211,3230.607211,406657.72,406657.72,1271.271706,435.4724,0,0,324.279104,511.520202,16735646.568597,1347906.361483,96427.216133,1343492.349264,140353.521672,7898125.4,88042.459893,252326.577131,0,0,3427774.24155,0,40796,1392606.291904,434513.539056,187058.555258,79920.825045,6303.230208,256533.169448,33977.304044,10587.815187,17084.581198,1061.20923,8814.138487,1701.121085,9815.722914,4583.240932,0,37788.662533,7181.998406,26066.646583,6156.927777,84408.403319,3152.685345,4152.712408,23568.898187,1783.191557,57.142904,536.26565,0,0,609.32094,1168.949119,0,2805.404586,239.605093,4022.884191,12163.065953,183.068194,0,0,95755.163724,25777.021364,70.412664,984.91302,0,0,713.814209,1640.324296,0,14026.712556,822.793965,21177.698141,30271.829621,269.643888
Mar06,95764.671045,42351.572722,n.d.,8046.936748,28.931218,0,9343.7926,1531.199695,284.573191,0,557.636045,156.419271,2680.879803,15169.122779,975.31583,86.88313,14551.408013,3360.013291,3360.013291,431727.46,431727.46,1660.817801,719.2071,0,0,332.934298,608.676403,17621469.3694,1505876.250008,94267.673227,1466761.484845,184957.912339,8364844.9984,106507.331,275421.127346,0,0,3586070.593211,0,43697.90542,1300698.272639,426608.144605,183288.835738,74742.846742,7725.99388,286638.025989,42945.092219,11406.685163,19487.437569,1442.135315,10164.156704,2159.202982,10488.932174,5085.080476,0,38541.467223,8416.230411,27720.166425,7127.49718,93781.706693,2892.938295,4979.29716,25565.51748,1663.141301,53.957313,599.604361,0,0,814.089084,1162.403133,0,2811.536755,262.982951,4570.127473,13459.314711,168.360398,0,0,92960.069021,15156.599023,84.866635,1145.822175,0,0,929.884015,1734.639518,0,15548.886275,898.802098,23967.725236,33229.440482,263.403564
Abr06,89711.480357,36418.5822,n.d.,8223.67231,30.582928,0,9992.672181,1448.21128,305.54916,0,585.39681,142.80153,2409.15687,14737.78282,919.573345,79.839648,14417.659275,3340.23867,3340.23867,402121.14,402121.14,1430.293249,602.3916,0,0,357.556712,470.344937,16729747.674139,1267816.85589,87187.964041,1445839.449228,181370.465178,7993136.03504,103419.320503,304349.872091,0,0,3367320.234273,0,34490.127,1324674.277664,417779.324296,100551.350933,93968.371682,7844.02632,279089.209327,37624.563544,9740.249969,19304.514463,917.457661,10557.290203,2639.280627,10446.85341,4898.905878,0,39665.056752,7358.91705,25208.75902,6610.20959,96623.317501,2847.240193,4646.593466,25654.129139,2385.12658,49.989139,465.094612,0,0,1032.145861,828.887996,0,2676.988635,237.206532,4483.735606,13299.840012,195.114166,0,0,95280.429899,19635.796018,78.554362,960.239264,0,0,1167.959284,1517.881472,0,15130.434612,807.168278,23015.687756,32685.442898,281.265955
May06,81633.015389,27189.2281,n.d.,7826.006095,36.427419,0,9490.98019,1497.494216,379.57143,0,575.636506,136.442362,2658.964136,15596.413912,969.647913,84.645792,15191.557318,3315.897687,3315.897687,432969.4,432969.4,1386.972549,465.8824,0,0,355.848206,565.241943,17362664.80872,1210285.019174,88334.043966,1477489.906332,161147.70263,7698769.70372,92283.8749,310741.825155,0,0,4311677.174296,0,40483.828,1352757.607481,375645.841458,143210.680681,91385.673825,8451.927102,304356.188321,39823.512598,9500.036181,19940.4337,1418.042013,11566.844101,2296.914015,11052.128112,4937.844429,0,37510.729138,7055.362206,26237.789272,7394.02356,116962.492141,3244.537478,5415.499377,25426.516521,1707.478371,50.319408,517.23794,0,0,1095.288204,1002.87888,0,2822.299217,255.896926,4065.555363,13694.838289,214.723923,0,0,102806.186999,24658.548985,81.089046,1172.997042,0,0,1087.244749,1802.38678,0,15344.112502,780.925773,23975.395459,33594.58862,308.898043
Jun06,82925.715388,27928.5121,n.d.,7688.990193,30.560692,0,9609.564081,1554.537278,425.96944,0,705.895127,135.76545,2659.80312,14377.883618,925.65926,87.36466,16795.210369,3361.69827,3361.69827,356566.7,356566.7,1104.925674,525.4839,0,0,240.543464,338.89831,18330105.724635,1276149.229963,88266.363576,1274450.865347,168510.420265,7659960.36181,112722.49491,292344.101258,0,0,5285244.821198,0,37970.4,1409190.914207,492663.135798,151520.342302,72804.12398,8308.150021,290588.186644,38017.999651,9439.320572,18364.79643,1011.277146,10679.76083,2270.971095,11706.208477,4876.922565,0,39004.867346,7584.539194,27957.932758,6406.218267,102931.042523,3641.511483,6694.818307,25448.332486,2422.937251,51.422999,398.043398,0,0,1169.674639,810.76838,0,2734.800749,250.011389,4385.957688,12988.751781,235.964212,0,0,100295.413319,22261.210897,85.704999,1181.488481,0,0,1288.864725,1655.46016,0,15586.861022,908.491871,22913.320821,34062.784965,351.225378
Jul06,87588.34109,31166.6942,n.d.,8076.040557,43.575,0,10567.032841,1551.337598,375.3249,0,652.213649,115.259206,2741.213294,16333.8363,985.859274,94.354844,14885.599427,3471.917558,3471.917558,419818.23,419818.23,1339.409574,654.0465,0,0,265.048296,420.314778,16974676.89679,1079315.597341,87533.494677,1294874.297934,156824.812485,7240649.78566,105490.5471,291960.631831,0,0,4550117.097257,0,38579.31108,1345352.863502,603981.302552,120133.345441,53858.65011,6005.15982,305440.685423,39165.384083,9805.516971,19919.385113,1363.025772,9572.367097,2657.028277,12039.920005,4088.467215,0,38579.610301,6021.074589,28699.338972,6763.062228,117983.160663,3667.324134,5116.020003,26416.200215,1865.543313,65.452325,588.756,0,0,1155.770413,703.08555,0,2866.110009,216.339854,5091.61045,13627.311251,236.22105,0,0,102247.551987,23986.363808,98.813387,1492.435,0,0,1237.789035,1895.83199,0,15974.004653,736.530403,24772.648638,31677.467523,375.66755
Ago06,85145.734978,29497.2817,n.d.,8271.279058,48.199317,0,10153.668,1665.903941,412.20521,0,740.479983,140.138255,2781.54467,14597.745402,1003.466575,110.326308,15723.496559,2656.436608,2656.436608,391662.87,391662.87,1427.31012,745.33,0,0,223.199604,458.780516,16332667.380591,1170950.343184,86631.062047,1371450.432571,195759.554844,6189650.11738,112198.8,279856.995331,0,0,4948191.147662,0,44506.712,1274188.247378,478907.524994,128443.425258,46205.444026,5727.573916,285589.113873,36182.527905,10654.20611,19777.144829,1316.931901,10738.862208,2903.641273,12718.019567,5044.860732,0,38667.223858,7480.933223,28105.267499,6088.954874,99348.493053,1502.984511,5059.06233,26728.533018,2667.308926,64.982425,586.201328,0,0,1182.298323,875.09371,0,2969.335476,255.867327,4838.839087,13195.387872,93.218544,0,0,110756.225624,28145.403503,87.850805,1623.077866,0,0,1239.531499,1969.68401,0,17375.695231,819.467502,25971.779321,33374.815564,148.920323
Sep06,85213.673282,30093.182,n.d.,8313.784211,42.107085,0,10105.153755,1512.127097,333.96246,0,729.097128,125.720004,2637.05255,15190.57826,956.174766,110.548719,15064.185247,2949.907716,2949.907716,403164.432,403164.432,1398.849774,731.868,0,0,256.463462,410.518312,16464079.403829,1429341.623317,73123.534235,1193826.614335,201933.616832,5402437.095429,112785.32665,284806.328732,0,0,5685175.450917,0,40354.336,1262103.481331,563277.177192,143294.7558,65218.77882,6401.284239,278330.928681,29386.144756,8830.996692,17851.893455,1324.616474,9934.104586,3154.256563,12560.543088,5699.177617,0,37214.435517,7031.243692,27367.957835,6579.462906,102709.21249,3503.658938,5183.224072,25538.51145,1594.824555,75.925156,563.185708,0,0,1156.126558,989.7233,0,2946.617206,249.610444,4229.709785,13517.847711,214.941027,0,0,99399.534928,19654.696499,100.569371,1454.873055,0,0,1253.513725,2076.042,0,16718.573534,709.779747,23710.884567,33349.201381,371.401049
Oct06,92609.272256,32745.062,n.d.,8700.570707,57.8637,0,10501.906543,1549.871538,313.70332,0,794.585827,141.557393,2724.540763,16230.669303,1036.399705,109.180554,17703.360903,3049.51,3049.51,395367.336,395367.336,1624.223723,735.7854,0,0,287.736718,600.701605,15987956.293817,1470528.184635,83863.045201,1300917.416977,221617.362187,5071778.563136,117780.954444,263583.107817,0,0,5406796.523803,0,40689.36126,1269732.854263,512268.66625,162142.759708,57148.847052,9108.647084,301437.153655,35845.394596,9842.280843,17929.241293,1707.773064,9788.890765,2824.584784,13292.757518,4700.501259,0,40107.781342,6985.615354,26667.355495,6457.344368,115034.728135,3321.53356,6931.371279,27149.106299,2054.708359,66.60929,693.6037,0,0,1243.777535,1024.28093,0,3027.598116,228.564707,4161.718656,14432.178906,216.0661,0,0,112414.107614,27315.960271,98.757906,1755.9955,0,0,1205.667162,2146.12299,0,17681.666232,689.202217,24288.343967,36851.114969,381.2764
Nov06,91182.618668,36145.0928,n.d.,8348.72564,34.239854,0,9390.780483,1519.154622,330.43671,0,742.074238,130.911587,2480.786454,16006.250753,1026.617904,106.896027,14920.651596,3090.248034,3090.248034,378523.334,378523.334,1502.021603,720.02,0,0,254.800048,527.201555,16248579.196455,1438433.73372,73148.974601,1237579.831283,241309.444931,5302888.988448,101651.950851,262861.390482,0,0,5374760.757242,0,38790.24528,1308610.76222,601048.141921,205234.206838,55723.175406,6537.593232,296120.710281,36210.965137,7957.016012,19316.356844,1135.113015,9147.003168,3239.824337,12224.412405,3598.359286,0,39788.808641,6723.024217,24405.765646,7206.216765,116567.311866,3401.654999,5198.877943,27472.611524,2042.893917,217.551714,395.602785,0,0,1118.88292,952.8592,0,2928.446833,226.79176,3852.558728,15506.416934,230.606733,0,0,105071.804743,19324.702109,385.151326,1305.968044,0,0,1110.860868,1742.12679,0,18273.413436,687.339398,24215.712139,37644.447424,382.083209
Dic06,96643.051463,37630.3506,n.d.,8798.46838,41.062244,0,9930.349811,1304.827689,314.90872,0,836.599989,145.829473,2486.56265,17919.212799,997.686269,94.77084,16142.421999,3187.430611,3187.430611,339057.84,339057.84,1513.826836,820.9266,0,0,299.568314,393.331922,15426082.147141,1272197.664216,142699.920394,1806216.54387,222588.150861,3832032.003807,115568.29725,273695.354846,0,0,5509739.754794,0,43380.3332,1381204.498134,576055.800668,196335.302914,46935.214551,7433.307636,323273.574339,28539.133446,22169.574974,33875.044862,1401.431486,7199.34897,3348.702691,12073.116013,4545.799749,0,41014.061589,5699.283161,25510.515222,7348.740213,120584.963161,3651.881562,6311.97724,29535.345854,1427.927911,238.135232,479.277679,0,0,1063.747687,1203.40442,0,3053.090242,223.157227,4000.92769,17582.81955,262.858216,0,0,101337.263796,13540.080125,468.676529,1715.226552,0,0,1105.300289,1939.71553,0,18086.605429,659.2203,24399.458711,38972.614877,450.365454
Ene07,83091.406114,20442.206,n.d.,14356.154252,38.660565,0,9542.24462,1703.752745,326.69299,0,848.469201,146.051998,2766.379205,17742.788119,943.388194,95.14491,14139.473315,3302.964118,3302.964118,439985.546,439985.546,885.058272,222.3888,0,0,297.39569,365.273782,14426856.196086,1216639.855164,79362.154811,1326768.791753,214513.752906,4433534.468754,94947.87327,240596.913149,0,0,4862149.034979,0,39584.304,1347630.311434,384498.768,149977.359398,30739.616068,5912.9924,278031.223477,30978.687398,8262.188343,17568.951485,1832.058471,8469.960186,2889.175099,11870.791467,4607.874045,0,37037.694471,7041.420412,25111.664493,8277.430014,105834.723472,3368.636535,4879.967586,28878.572546,2097.85532,272.320245,529.872465,0,0,793.099655,1172.2204,0,2866.596802,229.593911,3958.193516,16718.205814,240.614418,0,0,115434.16524,29979.631779,527.444947,1727.353954,0,0,952.816122,2006.63952,0,16722.508432,698.713188,24194.560597,38212.007002,412.489699
Feb07,82498.286175,25733.2648,n.d.,15054.178199,39.992082,0,8018.326691,1473.6146,322.9651,0,807.081566,145.525992,2292.514002,14354.29334,994.810792,95.21505,13166.503961,3162.272677,3162.272677,408148.11,408148.11,741.726272,152.5402,0,0,308.679595,280.506477,12567798.380427,1014092.441483,80967.13899,1262120.421732,178788.792901,3838886.402071,95050.008515,197290.735578,0,0,3907958.1398,0,36072.501,1355175.823109,413108.1072,144579.7038,36531.785648,7176.3786,265339.706069,33002.873797,9566.338366,19614.630781,1837.848597,6850.760566,2794.580254,12243.036116,4385.682673,0,36608.527894,7512.113182,24296.432333,8118.065743,90330.594074,3380.360214,4797.861479,25472.422263,1411.336636,286.482803,495.212914,0,0,760.131391,1123.51592,0,2974.527599,209.022167,3633.933124,14326.095599,252.16411,0,0,112947.786302,31686.716988,496.406376,1600.029323,0,0,845.543526,1680.04495,0,16024.628675,628.49604,22819.24526,36801.6766,364.998564
Mar07,100609.403113,31246.003,n.d.,23076.680153,40.468978,0,9324.320874,1531.114985,335.60377,0,832.200888,160.644166,2632.860551,16841.15551,1010.224474,102.335548,13475.790216,3168.896434,3168.896434,448236.574,448236.574,1215.158084,480.0285,0,0,369.449184,365.6804,15224518.133777,1205036.471646,85935.551362,1377916.355987,202620.232431,4751476.500378,95703.011244,185500.320208,0,0,5069278.007949,0,39303.07594,1362320.924354,405376.0802,176816.405636,261918.475942,5316.7205,283198.221239,44413.722894,10673.189488,19793.548473,1670.109591,8865.98472,3190.168715,12547.703866,4366.848293,0,37732.42628,8113.746107,24855.038743,8795.37792,89512.894978,3465.319939,5202.141232,27479.10502,2198.997265,321.618275,267.85376,0,0,748.603237,1099.25273,0,2988.10556,219.842711,4016.059862,15360.735304,258.036316,0,0,126123.335442,37749.737457,566.339677,1601.583856,0,0,833.413356,1824.73209,0,17816.276771,641.803358,24343.682303,40376.011696,369.754878
Abr07,94348.569679,29412.150664,n.d.,19921.567092,41.357433,0,9183.83625,1650.720858,204.31994,0,724.661571,167.983107,2714.092846,14755.178009,1050.101313,84.131168,14438.469428,3272.900048,3272.900048,385928.64,385928.64,1218.466202,309.7556,0,0,353.467312,555.24329,14435955.227638,1098479.799956,88479.209807,1408436.96631,228233.952961,3407035.192231,100804.6,206346.418541,0,0,5853102.136238,0,39723.23082,1335085.718502,458216.548,116484.444084,89412.930188,6114.08,277942.063523,43856.417566,11065.024387,22275.123985,1732.061044,6589.279047,2911.839399,12183.939056,3079.006695,0,37106.061661,9148.611939,24098.250128,9263.083196,85999.734882,3183.433338,5450.1972,25318.671182,1422.844585,368.618103,520.741463,0,0,733.650475,804.23312,0,2773.197219,236.109938,4027.059887,14198.087546,234.128846,0,0,109158.136573,25016.52835,634.830656,1603.565184,0,0,796.712792,1024.83953,0,17022.378256,649.448912,23368.717624,38699.503435,341.611834
May07,98748.545746,28072.2334,n.d.,23665.285597,32.864206,0,9834.12916,1678.21554,294.550759,0,719.412667,150.035661,2786.325493,15655.75033,1091.44228,117.53234,14650.768313,3012.626232,3012.626232,442396.17,442396.17,1439.75559,701.9532,4.982,0,359.78528,373.03511,12914379.154051,1179440.799945,82155.349626,1414298.318511,248304.384391,3632616.974684,129504.44,207932.571694,0,0,3870205.274897,0,39672.79514,1419712.096285,391580.9774,97069.775413,196063.604765,5821.7913,269769.364255,41820.11665,9893.187462,26391.938135,1183.018211,7366.156283,2841.919533,12228.303441,4403.830107,0,35709.421967,7695.016572,24172.957073,9218.503152,78796.058828,3258.494406,4790.442435,26033.397345,1729.11165,436.360802,359.149197,0,0,923.511177,1060.09557,0,2631.278029,211.963033,4237.624464,14187.765271,256.538152,0,0,127882.082711,43045.07191,745.655348,1264.582601,0,0,975.118189,1495.223518,0,17039.309401,545.510667,24359.563999,38037.843417,374.203661
Jun07,94737.923317,27217.9806,n.d.,22865.754174,41.832818,0,10584.90745,1698.096531,327.682027,0,507.916838,170.169187,2700.408203,14508.243525,1232.830295,176.763226,12705.338443,3169.0152,3169.0152,460378.0488,460378.0488,1063.316903,449.7024,5.715262,0,294.259466,313.639775,11577153.151132,974623.700328,74982.140993,1445243.790118,225973.624132,2396482.920006,120297.85,198232.15899,0,0,3975851.697301,0,39869.38492,1383260.703332,409946.7927,99446.858354,227453.916358,5487.6136,275678.08855,35024.098306,8809.234052,23737.155337,1731.325986,4826.480312,3222.365296,11560.037119,4665.27388,0,33016.841074,8068.981934,23164.339181,8846.957304,100926.124805,3778.430747,4300.443217,27111.545604,1756.282434,416.591072,535.703872,0,0,812.400644,1099.728302,0,2543.986751,214.718843,3762.233906,15707.75465,262.14513,0,0,138651.979453,54675.694797,686.185304,1829.308375,0,0,889.117629,1842.311021,0,15222.981507,608.460029,24009.654687,38331.04304,557.223064
Jul07,99968.236306,25841.3814,n.d.,22790.456338,52.110226,0,10502.47968,1661.518144,301.88872,224.82352,682.745104,158.088831,3063.182367,17166.46496,1314.139252,182.157165,16026.800599,3428.898689,3428.898689,433555.3,433555.3,1543.961168,457.4839,0,0,309.024768,777.4525,13209876.26977,1173515.5366,72387.846518,1552053.677747,261889.041472,3786141.594099,86312.61,184891.053111,0,0,3883478.173611,0,48265.65589,1422398.783867,407260.023,90889.014051,233456.795228,6936.464576,307878.21973,47165.234178,9422.643306,25427.029245,1859.511561,6730.202225,3004.367563,11606.768881,5111.477412,1521.795976,41264.141,7431.733284,24243.961688,9467.715065,103450.069509,3902.07663,6269.492207,28387.98026,1580.398134,455.757068,470.374955,0,0,951.513873,1021.651443,105.46007,3172.777176,225.576531,4290.180823,15817.740133,296.550054,0,0,136301.165351,48355.712215,736.3965,1730.28119,0,0,1015.054341,1858.607796,1523.75786,17262.486512,638.396117,24626.055511,38162.347758,392.069551
